,id,airport_ref,airport_ident,type,description,frequency_mhz
18411,54308,4330,LIEA,TWR,TWR,118.85
18412,54149,4331,LIED,APP,CAGLIARI APP,118.75
18413,54150,4331,LIED,GND,GND,27.916999999999998
18414,54151,4331,LIED,TWR,TWR,122.1
18415,54243,4332,LIEE,APP,CAGLIARI APP,118.75
18416,54244,4332,LIEE,GND,Elmas GND,125.425
18418,54246,4332,LIEE,TWR,TWR,120.6
18419,54193,4333,LIEO,APP,OLBIA RADAR,125.95
18420,54194,4333,LIEO,ATIS,ATIS,113.9
18421,54195,4333,LIEO,TWR,OLBIA TWR,118.975
18422,312613,29424,LIER,APP,Cagliari APP,118.75
18423,75268,29424,LIER,RADIO,ORISTANO RADIO,122.6
18424,54310,4334,LIET,AFIS,INFO,119.65
18425,301870,29425,LILA,CTAF,Alessandria Radio,126.9
18426,54225,4335,LILE,AFIS,AFIS,123.05
18427,54339,4336,LILH,RDO,RDO,123.0
18428,54208,4337,LILN,AFIS,AFIS,128.55
18429,75263,29430,LILQ,RDO,Massa radio,120.35
18430,333348,29432,LILV,Valbrembo Radio,Valbrembo Radio,122.605
18431,339326,44003,LILY,RADIO,Como radio,121.005
18432,54249,4338,LIMA,AFIS,INFO,119.8
18433,298907,4339,LIMB,NDB,UNOFFICIAL - NO ID,0.514
18434,54152,4339,LIMB,RDO,Bresso Radio [IT/EN],122.0
18435,54209,4340,LIMC,APP,MILANO APP,132.7
18436,54210,4340,LIMC,ATIS,ATIS,120.025
18437,54211,4340,LIMC,CLD,CLNC DEL,120.9
18438,54212,4340,LIMC,DEP,MILANO DEP,126.75
18439,54213,4340,LIMC,GND,GND,121.9
18440,54214,4340,LIMC,TWR,TWR,119.0
18441,54330,4341,LIME,APP,MILANO APP,126.75
18442,54331,4341,LIME,ATIS,ATIS,112.6
18443,54332,4341,LIME,GND,ORIO GND,120.5
18444,54333,4341,LIME,TWR,ORIO TWR,126.5
18445,54251,4342,LIMF,APP,APP,23.44
18446,54250,4342,LIMF,APP,APP,129.275
18447,54252,4342,LIMF,ATIS,ATIS,120.475
18448,54253,4342,LIMF,GND,GND,121.7
18449,54254,4342,LIMF,TWR,TWR,118.5
18450,54141,4343,LIMG,AFIS,INFO,123.85
18451,54234,4344,LIMJ,APP,APP,119.6
18452,54235,4344,LIMJ,ATIS,ATIS,122.825
18453,54236,4344,LIMJ,TWR,TWR,118.6
18454,54295,4345,LIML,APP,MILANO APP,132.7
18455,54296,4345,LIML,ATIS,ATIS,135.55
18456,54297,4345,LIML,DEP,MILANO DEP,126.75
18457,54298,4345,LIML,GND,GND,121.8
18458,54299,4345,LIML,TWR,TWR,118.1
18459,54302,4346,LIMN,APP,APP,125.62
18460,54303,4346,LIMN,GND,GND,121.7
18461,54305,4346,LIMN,TWR,TWR,33.832
18462,54304,4346,LIMN,TWR,TWR,122.1
18463,54273,4347,LIMP,APP,APP,126.55
18464,54274,4347,LIMP,TWR,TWR,118.45
18465,54173,4348,LIMS,APP,APP,123.925
18466,54174,4348,LIMS,TWR,TWR,122.1
18467,54311,4349,LIMW,AFIS,INFO,119.95
18468,54159,4350,LIMZ,AFIS,CUNEO INFO,119.55
18469,319117,319115,LINF,Info,,130.0
18470,71899,29443,LIPA,ACP,AMCC,264.8
18471,71898,29443,LIPA,APP,APP,275.325
18472,71902,29443,LIPA,ATIS,ATIS,262.95
18473,71901,29443,LIPA,OPS,SOF,262.95
18474,71896,29443,LIPA,PMSV,PMSV METRO,257.75
18475,71900,29443,LIPA,POST,COMD POST,262.95
18476,71897,29443,LIPA,TWR,TWR,142.05
18477,54233,4352,LIPB,AFIS,INFO,120.6
18478,54284,4353,LIPC,APP,ROMAGNA APP,36.23
18479,54283,4353,LIPC,APP,ROMAGNA APP,118.15
18480,54285,4353,LIPC,TWR,TWR,122.1
18481,54286,4354,LIPE,APP,APP,120.1
18482,54287,4354,LIPE,ATIS,ATIS,134.875
18483,54288,4354,LIPE,GND,GND,129.925
18484,54289,4354,LIPE,TWR,TWR,120.8
18485,54229,4355,LIPH,APP,APP,36.23
18486,54228,4355,LIPH,APP,APP,120.4
18487,54230,4355,LIPH,GND,GND,27.916999999999998
18488,54231,4355,LIPH,INFO,PADOVA INFO,124.15
18489,54232,4355,LIPH,TWR,TWR,118.7
18490,54239,4356,LIPI,APP,AVIANO APP,120.125
18491,54240,4356,LIPI,TWR,TWR,122.1
18492,54262,4357,LIPK,APP,ROMAGNA APP,37.975
18493,54261,4357,LIPK,APP,ROMAGNA APP,118.15
18494,54263,4357,LIPK,TWR,TWR,118.95
18495,54219,4358,LIPL,APP,GARDA APP,124.45
18496,54220,4358,LIPL,GND,GND,36.927
18497,54221,4358,LIPL,TWR,TWR,122.1
18498,54207,4359,LIPN,RDO,RDO,125.25
18499,54337,4360,LIPO,APP,GARDA APP,124.45
18500,54338,4360,LIPO,TWR,TWR,119.4
18501,54328,4361,LIPQ,APP,APP,119.175
18502,54329,4361,LIPQ,TWR,TWR,130.2
18503,54204,4362,LIPR,APP,ROMAGNA APP,36.23
18504,54203,4362,LIPR,APP,ROMAGNA APP,118.15
18505,54205,4362,LIPR,GCCD,GND/CLNC DEL,121.6
18506,54206,4362,LIPR,TWR,TWR,119.1
18507,54189,4363,LIPS,APP,TREVISO APP,36.23
18508,54188,4363,LIPS,APP,TREVISO APP,120.4
18509,54190,4363,LIPS,EMR,EMERG,24.34
18510,54191,4363,LIPS,GND,GND,27.95
18511,54192,4363,LIPS,TWR,TWR,122.1
18512,54184,4364,LIPT,APP,TREVISO APP,36.23
18513,54183,4364,LIPT,APP,TREVISO APP,120.4
18514,54185,4364,LIPT,OPS,GRIT OPS AFA,55.1
18515,54186,4364,LIPT,TWR,TWR,130.4
18516,54290,4365,LIPU,AFIS,INFO,123.25
18517,332790,29438,LIPV,tower,Lido tower,118.525
18518,54197,4366,LIPX,APP,GARDA APP,36.23
18519,54196,4366,LIPX,APP,GARDA APP,124.45
18520,54198,4366,LIPX,GND,GND,121.75
18521,54199,4366,LIPX,INFO,PADOVA INFO,123.25
18522,54200,4366,LIPX,TWR,TWR,118.65
18523,54216,4367,LIPY,APP,ROMAGNA APP,37.975
18524,54215,4367,LIPY,APP,ROMAGNA APP,118.15
18525,54217,4367,LIPY,ATIS,ATIS,122.85
18526,54218,4367,LIPY,TWR,TWR,119.8
18527,54257,4368,LIPZ,APP,APP,118.9
18528,54258,4368,LIPZ,ATIS,ATIS,122.225
18529,54259,4368,LIPZ,GND,GND,121.7
18530,54260,4368,LIPZ,TWR,TWR,120.2
18531,318504,316455,LIQG,RDO,Cecina Radio,130.0
18532,54300,4369,LIQS,AFIS,SIENA INFO,122.6
18533,54301,4369,LIQS,APP,GROSSETO APP,122.1
18534,54178,4370,LIRA,ARR,ROMA ARR,119.2
18535,322329,4370,LIRA,ATIS,,122.425
18536,54179,4370,LIRA,CLD,CLNC DEL,119.4
18537,54180,4370,LIRA,DIR,ROMA DIRECTOR,119.2
18538,54181,4370,LIRA,GND,GND,121.75
18539,54182,4370,LIRA,TWR,TWR,120.5
18540,54237,4371,LIRE,GND,GND,121.6
18541,54238,4371,LIRE,TWR,TWR,122.1
18542,54142,4372,LIRF,ARR,ROMA DIRECTOR ARR,120.175
18543,54143,4372,LIRF,ATIS,ATIS,121.85
18544,54144,4372,LIRF,CLD,FIUME RAMP,121.725
18545,54145,4372,LIRF,GND,FIUME GND/APRON,121.8
18546,54146,4372,LIRF,TWR,FIUME TWR,118.7
18547,54315,4373,LIRG,TWR,TWR,122.1
18548,54341,4374,LIRI,AFIS,SALERNO INFO,119.175
18549,54202,4375,LIRJ,AFIS,AFIS,123.7
18550,54312,4376,LIRL,APP,APP,122.1
18551,54313,4376,LIRL,TWR,TWR,119.15
18552,54226,4377,LIRM,APP,APP,140.4
18553,54227,4377,LIRM,TWR,TWR,118.025
18554,54275,4378,LIRN,APP,NAPOLI RADAR,124.35
18555,54276,4378,LIRN,ATIS,ATIS,135.975
18556,54277,4378,LIRN,DIR,NAPOLI DIRECTOR,120.95
18557,54278,4378,LIRN,GCCD,NAPOLI GND CLNC DEL,121.9
18558,54279,4378,LIRN,OPS,USN BASE OPS,118.275
18559,54280,4378,LIRN,PMSV,PMSV METRO,34.1
18560,54281,4378,LIRN,POST,ATOC,118.275
18561,54282,4378,LIRN,TWR,NAPOLI TWR,118.5
18562,54222,4379,LIRP,APP,APP,122.1
18563,54223,4379,LIRP,GND,GND,121.6
18564,54224,4379,LIRP,TWR,TWR,119.1
18565,54153,4380,LIRQ,APP,APP,126.075
18566,54154,4380,LIRQ,ATIS,ATIS,129.35
18567,54155,4380,LIRQ,TWR,FIRENZE TWR,118.3
18568,54318,4381,LIRS,APP,APP,122.1
18569,54319,4381,LIRS,GND,GND,28.035
18570,54320,4381,LIRS,TWR,TWR,122.1
18571,54334,4382,LIRU,GND,GND,122.7
18572,54335,4382,LIRU,TWR,TWR,123.8
18573,54340,4383,LIRV,TWR,TWR,122.1
18574,54255,4384,LIRZ,AFIS,INFO,118.1
18575,54256,4384,LIRZ,TWR,TWR,118.1
18576,312194,308672,LIVV,Radio,Vische Radio,118.95
18577,75224,29648,LJAJ,AFIS,,123.505
18578,75306,30071,LJBL,ATF,,122.505
18579,75245,29721,LJBO,RDO,Bovec Radio,123.505
18580,75459,29766,LJCL,Tower,,128.8
18581,75223,44770,LJDI,AFIS,Divača,123.505
18582,57168,4386,LJLJ,A/D,APP,135.275
18583,75221,4386,LJLJ,ATIS,also on VOR DOL 112.700,128.175
18584,75219,4386,LJLJ,GND,,121.625
18585,75220,4386,LJLJ,HANDLING & GA,,131.4
18586,57169,4386,LJLJ,TWR,TWR,118.0
18587,57165,4387,LJMB,A/D,APP,119.2
18588,57166,4387,LJMB,TWR,TWR,119.2
18589,75226,30174,LJMS,AFIS,,123.5
18590,75225,44771,LJNM,AFIS,,123.5
18591,312406,44903,LJPO,AFIS,,123.5
18592,75227,44772,LJPT,AFIS,,122.5
18593,57164,4388,LJPZ,APP,Portorož Tower,124.875
18594,57167,4389,LJSG,AFIS,AFIS,123.5
18595,75222,30523,LJVE,AFIS,,122.1
18596,316523,29722,LKBA,Info,,119.655
18597,333121,29696,LKBE,RADIO,,118.005
18598,333122,29714,LKBO,RADIO,,118.28
18599,333124,29728,LKBR,RADIO,,123.49
18600,332546,29731,LKBU,Bubovice RADIO,Bubovice RADIO,134.305
18601,333137,29778,LKCB,RADIO,,122.205
18602,333126,29773,LKCE,RADIO,,123.59
18603,314438,29784,LKCH,AFIS,,123.6
18604,333138,29784,LKCH,RADIO,,123.605
18605,333248,30127,LKCM,RADIO,,122.405
18606,333232,29786,LKCR,RADIO,,122.805
18607,52031,4393,LKCS,AFIS,INFO,129.25
18608,333127,4393,LKCS,RADIO,,135.93
18609,333139,29785,LKCT,RADIO,,122.205
18610,52032,4394,LKCV,APP,APP,130.28
18611,333125,4394,LKCV,MTWR,,129.405
18612,52033,4394,LKCV,TWR,TWR,134.205
18613,333128,29836,LKDK,RADIO,,119.61
18614,333129,29855,LKER,RADIO,,123.49
18615,333130,29881,LKFR,RADIO,,123.49
18616,320299,29940,LKHB,Info,,120.9
18617,333131,29940,LKHB,RADIO,,128.905
18618,333133,29960,LKHC,RADIO,,120.315
18619,333132,29952,LKHD,RADIO,,120.905
18620,52034,4395,LKHK,AFIS,INFO,122.0
18621,333136,4395,LKHK,RADIO,,122.005
18622,310636,29965,LKHN,INFO,Hranice RADIO,123.51
18623,314452,29961,LKHS,info,,130.2
18624,333135,29961,LKHS,RADIO,,130.205
18625,313582,4396,LKHV,Center,Prague / Praha Center,127.125
18626,52002,4396,LKHV,INFO,INFO,122.6
18627,333134,4396,LKHV,RADIO,,135.58
18628,313581,4396,LKHV,Tower,LKHV Tower,135.575
18629,333233,29989,LKJA,RADIO,,119.105
18630,307500,29993,LKJC,RADIO,Jičín RADIO,118.08
18631,333234,29993,LKJC,RADIO,,118.08
18632,333236,29995,LKJH,RADIO,,123.605
18633,298439,29994,LKJI,CTAF,,123.5
18634,333235,29994,LKJI,RADIO,,123.49
18635,333242,30046,LKKA,RADIO,,133.155
18636,52038,4397,LKKB,APP,APP,124.68
18637,52039,4397,LKKB,GCA,PRECISION,123.3
18638,52040,4397,LKKB,TWR,TWR,120.88
18639,333237,30030,LKKL,RADIO,,123.48
18640,333241,30049,LKKM,RADIO,,122.205
18641,333239,30035,LKKO,RADIO,,129.155
18642,333240,30048,LKKR,RADIO,,122.61
18643,333238,30033,LKKT,RADIO,,122.21
18644,52021,4398,LKKU,AFIS,INFO,120.105
18645,52023,4398,LKKU,TWR,TWR,120.105
18646,52008,4399,LKKV,AFIS,INFO,121.225
18647,52009,4399,LKKV,ATIS,ATIS,118.955
18648,52010,4399,LKKV,RDR,RADAR,119.955
18649,52011,4399,LKKV,TWR,TWR,121.23
18650,333243,30052,LKKY,RADIO,,130.61
18651,333246,30076,LKLB,RADIO,,122.605
18652,333260,4400,LKLN,RADIO,,129.005
18653,301775,30074,LKLT,Info,Letnany info,120.325
18654,333245,30074,LKLT,RADIO,,120.335
18655,332982,30145,LKMB,RADIO,,123.61
18656,333250,30145,LKMB,RADIO,,123.61
18657,52004,4401,LKMH,INFO,INFO,130.2
18658,333251,4401,LKMH,RADIO,,120.405
18659,333249,30137,LKMI,RADIO,,123.51
18660,333252,30161,LKMK,RADIO,,130.54
18661,314435,30165,LKMO,AFIS,Most radio,123.5
18662,333253,30165,LKMO,RADIO,,118.76
18663,333247,30118,LKMR,RADIO,,120.9
18664,333256,4402,LKMT,APP,,118.375
18665,52005,4402,LKMT,APP,OSTRAVA APP,119.375
18666,333257,4402,LKMT,APP,,128.525
18667,52006,4402,LKMT,ATIS,ATIS,118.055
18668,52007,4402,LKMT,TWR,TWR,120.805
18669,52035,4403,LKNA,APP,APP,118.155
18670,52036,4403,LKNA,GCA,PRECISION,123.3
18671,52037,4403,LKNA,TWR,TWR,126.505
18672,333254,30194,LKNM,RADIO,,123.405
18673,333255,30212,LKOL,RADIO,,118.005
18674,333262,30276,LKPA,RADIO,,122.59
18675,52044,4404,LKPC,AFIS,INFO,118.575
18676,333258,4404,LKPC,RADIO,,118.58
18677,52027,4405,LKPD,APP,APP,128.365
18678,52028,4405,LKPD,GCA,PRECISION,123.3
18679,52029,4405,LKPD,OPS,OPS,138.0
18680,52030,4405,LKPD,TWR,TWR,120.155
18681,333266,30290,LKPI,RADIO,,123.61
18682,333263,30296,LKPJ,RADIO,,126.905
18683,316442,316441,LKPK,Info,,125.825
18684,333244,30073,LKPL,RADIO,,130.61
18685,333265,4406,LKPM,RADIO,,118.755
18686,333261,30274,LKPN,RADIO,,123.59
18687,52042,4407,LKPO,GCA,PRECISION,123.3
18688,333264,4407,LKPO,RADIO,,127.78
18689,52043,4407,LKPO,TWR,TWR,119.75
18690,52014,4408,LKPR,APP,Praha Approach,120.53
18691,332700,4408,LKPR,APP,Praha Approach,127.58
18692,52015,4408,LKPR,ATIS,ATIS,122.16
18693,52016,4408,LKPR,CLD,Ruzyně Delivery,120.06
18694,52017,4408,LKPR,GND,Ruzyně Ground,121.91
18695,52018,4408,LKPR,INFO,Ruzyně Information,118.31
18696,52019,4408,LKPR,RDR,Ruzyně Radar,119.01
18697,52020,4408,LKPR,TWR,Ruzyně Tower,134.56
18698,333259,30270,LKPS,RADIO,,123.59
18699,333268,30319,LKRA,RADIO,,126.855
18700,333267,30318,LKRK,RADIO,,123.51
18701,331841,30350,LKRO,RADIO,Roudnice Radio,122.205
18702,333269,316164,LKRY,RADIO,,119.66
18703,333275,30435,LKSA,RADIO,,123.61
18704,333276,30437,LKSB,RADIO,,120.68
18705,333272,30420,LKSK,RADIO,,123.51
18706,333273,30421,LKSN,RADIO,,122.405
18707,333274,30425,LKSO,RADIO,,122.19
18708,333278,30443,LKSR,RADIO,,123.505
18709,333277,30440,LKST,RADIO,,118.76
18710,333279,30447,LKSU,RADIO,,122.605
18711,333271,30398,LKSZ,RADIO,,119.64
18712,333280,30458,LKTA,RADIO,,122.61
18713,52024,4409,LKTB,APP,Brno Radar,127.35
18714,52025,4409,LKTB,ATIS,Turany ATIS,131.105
18715,309737,4409,LKTB,GND,Turany Ground,125.43
18716,52026,4409,LKTB,TWR,Turany Tower,119.605
18717,315755,30487,LKTC,info,Točná Radio,123.4
18718,333282,30487,LKTC,RADIO,,123.41
18719,333281,30461,LKTD,RADIO,,123.405
18720,333283,30490,LKTO,RADIO,,122.605
18721,333284,30513,LKUL,RADIO,,123.405
18722,333285,30512,LKUO,RADIO,,122.21
18723,333287,30537,LKVL,RADIO,,119.655
18724,333289,30545,LKVM,RADIO,,130.605
18725,52012,4410,LKVO,RDR,RADAR,127.48
18726,52013,4410,LKVO,TWR,TWR,133.08
18727,333286,30524,LKVP,RADIO,,122.19
18728,333288,30539,LKVR,RADIO,,125.33
18729,333290,30544,LKVY,RADIO,,120.33
18730,333291,30572,LKZA,RADIO,,123.605
18731,333292,30581,LKZB,RADIO,,126.63
18732,333295,30580,LKZD,RADIO,,122.81
18733,333294,30576,LKZM,RADIO,,122.61
18734,333293,30584,LKZN,RADIO,,130.59
18735,54140,3278,LL1B,APP,TEL AVIV APP,120.9
18736,69924,21594,LL40,A/D,CHICAGO APP/DEP,133.1
18737,69925,21594,LL40,FSS,KANKAKEE RDO,122.1
18738,54112,3279,LL59,APP,TEL AVIV APP,120.9
18739,54125,4411,LLBG,APP,Ben Gurion Approach,120.5
18740,54126,4411,LLBG,ATIS,ATIS,132.5
18741,315531,4411,LLBG,CTR,Tel Aviv Control,121.4
18742,315532,4411,LLBG,GND,Ben Gurion Ground,118.05
18743,54128,4411,LLBG,GND,Ben Gurion Ground/Delivery,129.2
18744,54132,4411,LLBG,TWR,Ben Gurion Tower,134.6
18745,316591,316589,LLBO,CTAF,Habonim Traffic,129.15
18746,54113,4412,LLBS,APP,TEL AVIV APP,120.9
18747,54135,4413,LLEK,APP,TEL AVIV APP,120.9
18748,54114,4414,LLES,APP,TEL AVIV APP,132.05
18749,54138,4415,LLET,ATIS,INFO,132.55
18750,54139,4415,LLET,TWR,TWR,121.8
18751,75404,4417,LLHA,ATIS,ATIS,135.4
18752,54120,4417,LLHA,Tower Primary,Haifa Tower,133.0
18753,75403,4417,LLHA,Tower Secondary,Haifa Tower,127.8
18754,54115,4418,LLHS,APP,TEL AVIV APP,120.9
18755,75401,29947,LLHZ,Tower Primary,Herzlia,122.2
18756,75402,29947,LLHZ,Tower Secondary,Herzlia,129.4
18757,75406,4419,LLIB,ATIS,ATIS,132.45
18758,54111,4419,LLIB,Tower Primary,Rosh Pina Tower,118.45
18759,75405,4419,LLIB,Tower Secondary,Rosh Pina Tower,128.45
18760,54136,4420,LLMG,ACC,TEL AVIV CON,124.3
18761,54137,4420,LLMG,ACC,TEL AVIV EAST,132.05
18762,54134,4421,LLMZ,APP,TEL AVIV APP,120.9
18763,54133,4422,LLNV,APP,TEL AVIV APP,120.9
18764,54119,4423,LLOV,TWR,TWR,129.9
18765,316583,316582,LLRB,Tower,Haifa Tower,133.0
18766,54116,4424,LLRD,APP,TEL AVIV,125.8
18767,54117,4424,LLRD,TWR,TWR,118.6
18768,54118,4425,LLRM,APP,TEL AVIV CON,120.9
18769,315643,4426,LLSD,APP,Ben Gurion Approach,120.5
18770,54122,4426,LLSD,ATIS,ATIS,122.9
18771,54123,4426,LLSD,GND,Tamroor Ground,121.05
18772,54124,4426,LLSD,TWR,Tamroor Tower,124.0
18773,316585,316584,LLSM,Tower,Ben Gurion Tower,134.6
18774,316593,316592,LLTN,CTAF,Tnuvot Traffic,123.7
18775,316587,316586,LLYO,CTAF,Yotvata Traffic,126.9
18776,55370,4427,LMML,APP,APP,128.15
18777,312648,4427,LMML,Distance Radar,,130.975
18778,312645,4427,LMML,Ground,Ground,121.6
18779,312647,4427,LMML,Leaving,,123.625
18780,55373,4427,LMML,Runway,Runway,138.1
18781,311085,4427,LMML,Volmet,,126.8
18782,312646,4427,LMML,Weather,WX,127.4
18783,313559,28135,LOAG,AFIS,Krems Flugplatz,122.7
18784,49246,4428,LOAN,AFIS,AFIS,122.65
18785,49247,4428,LOAN,APP,WIEN APP,134.675
18786,49248,4428,LOAN,INFO,WIEN INFO,124.4
18787,316390,28137,LOAR,Info,,125.25
18788,317147,28136,LOAV,AFIS,Vöslau Aerodrome,118.605
18789,318908,28136,LOAV,APP,Wien Radar,134.675
18790,318907,28136,LOAV,FIS,Wien Information,118.525
18791,302438,29458,LOIH,INFO,Hohenems Aerodrome,121.2
18792,308036,29459,LOIJ,CTAF,,120.35
18793,75283,29468,LOKW,AFIS,Wolfsberg Flugplatz,122.5
18794,345631,29473,LOLH,Info,HB Hofkirchen,122.18
18795,49264,4429,LOLW,AFIS,AFIS,119.7
18796,334136,21633,LOR,A/D,Cairns Approach,133.45
18797,334137,21633,LOR,GND,Lowe Ground,357.15
18798,334135,21633,LOR,TWR,Lowe Tower,141.3
18799,49235,4430,LOWG,APP,APP,119.3
18800,49236,4430,LOWG,ATIS,ATIS,126.125
18801,49237,4430,LOWG,TWR,TWR,118.2
18802,49249,4431,LOWI,APP,APP,119.275
18803,49250,4431,LOWI,ATIS,ATIS,126.025
18804,311394,4431,LOWI,GND Crew,,121.8
18805,311395,4431,LOWI,GND Crew,,121.9
18806,49251,4431,LOWI,TWR,TWR,120.1
18807,49258,4435,LOWK,APP,APP,126.825
18808,49259,4435,LOWK,ATIS,ATIS,124.075
18809,49260,4435,LOWK,TWR,TWR,118.1
18810,49261,4432,LOWL,APP,RADAR,129.625
18811,49262,4432,LOWL,ATIS,ATIS,128.125
18812,49263,4432,LOWL,TWR,TWR,118.8
18813,49252,4433,LOWS,APP,APP,123.725
18814,49253,4433,LOWS,ATIS,ATIS,125.725
18815,49254,4433,LOWS,GND,GND,121.75
18816,49255,4433,LOWS,TWR,TWR,118.1
18817,49238,4434,LOWW,APP,WIEN RADAR,134.675
18818,49239,4434,LOWW,ATIS,ATIS,121.73
18819,49240,4434,LOWW,CLD,WIEN CLNC DEL,122.125
18820,49241,4434,LOWW,DIR,DIRECTOR,119.8
18821,49242,4434,LOWW,GND,WIEN GND,121.6
18822,49243,4434,LOWW,INFO,INFO,118.525
18823,49244,4434,LOWW,RMP,VIENNA ICE,131.625
18824,49245,4434,LOWW,TWR,WIEN TWR,119.4
18825,49256,4436,LOXZ,APP,RADAR,129.475
18826,49257,4436,LOXZ,TWR,TWR,118.7
18827,56329,4437,LPAR,GND,GND,138.8
18828,56330,4437,LPAR,TWR,TWR,119.225
18829,56306,4439,LPAZ,A/G,A/G,301.6
18830,56307,4439,LPAZ,A/G,A/G,1130.9
18831,56308,4439,LPAZ,ACC,CON,132.15
18832,56309,4439,LPAZ,APP,APP,119.0
18833,56310,4439,LPAZ,RDO,RDO,127.9
18834,56311,4439,LPAZ,TWR,TWR,118.1
18835,56328,4440,LPBG,AFIS,RDO,122.3
18836,56314,4441,LPBJ,APP,APP,130.1
18837,56315,4441,LPBJ,GND,GND,23.4
18838,56316,4441,LPBJ,TWR,TWR,130.4
18839,56285,4442,LPBR,AFIS,AFIS,122.0
18840,315900,315898,LPCB,Info,,123.75
18841,314012,29486,LPCH,AFIS,,122.7
18842,56290,4443,LPCO,AFIS,RDO,122.9
18843,56336,4444,LPCS,GND,GND,121.83
18844,56337,4444,LPCS,TWR,TWR,120.305
18845,56320,4445,LPCV,AFIS,AFIS,122.0
18846,56281,4446,LPEV,AFIS,INFO,122.7
18847,56280,4447,LPFL,TWR,TWR,118.3
18848,56331,4448,LPFR,APP,APP,119.4
18849,56332,4448,LPFR,ATIS,ATIS,124.2
18850,56333,4448,LPFR,GND,GND,118.575
18851,56334,4448,LPFR,TWR,TWR,118.2
18852,56289,4449,LPGR,AFIS,RDO,122.9
18853,56282,4450,LPHR,APP,APP,119.7
18854,56283,4450,LPHR,TWR,TWR,118.0
18855,307992,29858,LPIN,OVAR TWR,,118.6
18856,314116,30066,LPJF,RDO,LEIRIA RADIO,121.25
18857,56273,4451,LPLA,APP,APP,135.0
18858,56274,4451,LPLA,ATIS,ATIS,120.3
18859,56275,4451,LPLA,GCCD,GND,121.9
18861,56277,4451,LPLA,PMSV,PMSV METRO,28.441999999999997
18862,56278,4451,LPLA,PTD,PTD,30.877
18863,56279,4451,LPLA,TWR,TWR,122.1
18864,56295,4452,LPMA,APP,APP,119.2
18865,56296,4452,LPMA,TWR,TWR,118.35
18866,314010,29489,LPMI,AFIS,,122.2
18867,56299,4453,LPMR,APP,APP,121.7
18868,56300,4453,LPMR,GND,GND,119.725
18869,56301,4453,LPMR,TWR,TWR,122.1
18870,56318,4454,LPMT,GND,GND,142.4
18871,56319,4454,LPMT,TWR,TWR,134.1
18872,308329,30147,LPMU,Radio,,120.1
18873,56312,4455,LPOV,APP,APP,118.6
18874,56313,4455,LPOV,TWR,TWR,122.1
18875,56297,4456,LPPD,APP,APP,119.4
18876,56298,4456,LPPD,TWR,TWR,118.3
18877,56302,4457,LPPI,AFIS,RDO,122.7
18878,56284,4458,LPPM,AFIS,RDO,122.0
18879,56286,4459,LPPR,APP,Porto Approach,121.105
18880,56287,4459,LPPR,ATIS,ATIS,124.305
18881,331395,4459,LPPR,CLR DLVR,Porto Delivery,118.93
18882,56288,4459,LPPR,TWR,Porto Tower,118.005
18883,56303,4460,LPPS,GCA,GCA,123.3
18884,56304,4460,LPPS,TWR,TWR,120.05
18885,56321,4461,LPPT,APP,APP,119.1
18886,56322,4461,LPPT,ATIS,ATIS,124.15
18887,56323,4461,LPPT,CLD,CLD,118.95
18888,56324,4461,LPPT,GND,GND,121.75
18889,56325,4461,LPPT,INFO,INFO,123.75
18890,56326,4461,LPPT,RDO,RDO,127.9
18891,56327,4461,LPPT,TWR,TWR,118.1
18892,56305,4462,LPSJ,AFIS,RDO,122.3
18893,56292,4463,LPST,APP,APP,118.6
18894,56293,4463,LPST,GND,GND,122.1
18895,56294,4463,LPST,TWR,TWR,119.85
18896,56291,4464,LPTN,TWR,TWR,122.1
18897,75383,29493,LPVL,CTAF,,122.4
18898,56335,4465,LPVR,AFIS,RDO,122.9
18899,56317,4466,LPVZ,AFIS,RDO,122.3
18900,298536,29705,LQBI,START,GOLUBIC INFO,123.5
18901,49434,4467,LQBK,APP,APP,118.95
18902,49435,4467,LQBK,TWR,TWR,118.95
18903,75307,30500,LQJL,INFO,JEGIN LUG,123.5
18904,49446,4468,LQMO,APP,APP,122.7
18905,49447,4468,LQMO,TWR,TWR,124.2
18906,49436,4469,LQSA,APP,APP,136.45
18907,49437,4469,LQSA,GCA,GCA,119.4
18908,49438,4469,LQSA,GND,GND,121.9
18909,49439,4469,LQSA,TWR,TWR,118.25
18910,49440,4470,LQTZ,APP,APP/DEP,125.8
18911,49441,4470,LQTZ,ATIS,ATIS,140.325
18912,49442,4470,LQTZ,GCCD,GND/CLNC DEL,143.425
18913,49443,4470,LQTZ,OPS,AFLD OPS,142.525
18914,49444,4470,LQTZ,PMSV,PMSV METRO,25.892
18915,49445,4470,LQTZ,TWR,TWR,130.85
18916,56406,5667,LR79,APP,APP,130.0
18917,56407,5667,LR79,DEP,DEP,130.0
18918,56408,5667,LR79,TWR,TWR,130.0
18919,56409,5668,LR80,APP,APP,130.0
18920,56410,5668,LR80,TWR,TWR,130.0
18921,56411,5669,LR81,APP,APP,130.0
18922,56412,5669,LR81,DEP,DEP,130.0
18923,56413,5669,LR81,TWR,TWR,130.0
18924,56414,5670,LR82,APP,APP,130.0
18925,56415,5670,LR82,DEP,DEP,130.0
18926,56416,5670,LR82,TWR,TWR,130.0
18927,56438,4471,LRAR,TWR,TWR,130.2
18928,56429,4472,LRBC,APP,APP,118.6
18929,56430,4472,LRBC,GCA,PRECISION,133.7
